city_name,seismic_level,risk_percent
Kansas City,1,63.10
Phoenix,2,71.74
Wichita,3,21.71
St. Petersburg,2,61.17
Orlando,5,48.81
Phoenix,5,81.80
Aurora,4,42.54
San Jose,5,14.02
Omaha,2,87.57
Fort Wayne,3,91.16
Honolulu,1,51.19
Stockton,2,18.56
Henderson,1,64.69
Jersey City,4,32.89
Denver,4,66.59
Charlotte,4,88.11
San Diego,3,50.25
Charlotte,3,10.42
Orlando,4,92.72
Sacramento,2,49.70
St. Petersburg,2,66.22
Kansas City,3,48.68
Minneapolis,4,73.05
San Antonio,3,97.09
Bakersfield,3,52.47
Oklahoma City,1,96.21
Stockton,4,69.86
Omaha,4,66.31
Orlando,4,82.33
Milwaukee,3,32.83
New York,3,46.09
San Antonio,2,15.76
Washington,2,45.67
Wichita,4,72.27
Atlanta,4,44.09
Houston,5,59.91
Greensboro,1,30.46
Seattle,4,10.74
Philadelphia,3,91.68
Saint Paul,2,
Mesa,1,25.71
Indianapolis,4,82.02
Santa Ana,5,86.52
Arlington,1,49.33
Mesa,3,51.93
Laredo,2,55.17
Aurora,1,26.00
Philadelphia,5,20.61
Henderson,5,42.25
Oakland,1,68.35
Jersey City,2,51.71
Jacksonville,2,25.71
Denver,5,96.10
Long Beach,5,41.73
Oklahoma City,2,37.82
St. Petersburg,2,37.75
Arlington,3,56.20
Lexington,3,20.93
Indianapolis,4,16.92
Albuquerque,1,52.88
Bakersfield,4,33.70
Oakland,4,50.40
Seattle,1,38.79
San Antonio,3,
San Antonio,5,70.82
Tulsa,4,60.96
Honolulu,4,40.39
Milwaukee,5,98.89
Philadelphia,1,17.29
Cincinnati,3,46.85
Lexington,2,90.45
Anaheim,3,84.85
Saint Paul,5,73.15
Chicago,2,27.81
Cincinnati,4,41.84
Baltimore,5,88.60
Portland,1,60.99
Minneapolis,1,68.42
Dallas,1,24.72
Seattle,5,77.76
Chula Vista,5,83.72
Minneapolis,3,72.11
Fort Worth,1,27.75
Sacramento,5,
Fort Worth,2,86.50
Las Vegas,3,88.48
Plano,4,40.06
Orlando,4,29.66
Louisville,2,26.32
San Jose,2,43.24
Plano,3,76.09
Charlotte,3,
Las Vegas,5,60.60
Nashville,2,13.74
Charlotte,4,
Cleveland,1,40.54
Fort Worth,4,74.33
Toledo,5,71.07
Baltimore,2,66.96
St. Petersburg,3,26.80
Omaha,4,
Portland,2,56.89
Jacksonville,3,14.11
Tampa,4,59.32
Anaheim,1,
Memphis,3,61.23
Orlando,1,88.24
Raleigh,2,86.81
Albuquerque,4,82.13
Chula Vista,5,95.68
Fresno,5,47.24
Los Angeles,4,35.09
San Francisco,5,76.24
Riverside,1,
Cleveland,3,77.27
Aurora,5,66.86
Fort Wayne,4,73.59
Virginia Beach,4,24.07
Detroit,2,48.17
Milwaukee,4,60.55
Newark,4,58.02
Jersey City,4,83.24
Henderson,2,33.55
Boston,2,44.72
Charlotte,3,11.25
Long Beach,5,
Anchorage,2,85.00
Stockton,4,
Cleveland,5,
Washington,1,28.52
Seattle,3,28.71
Chula Vista,5,54.80
Philadelphia,2,64.06
Fresno,5,36.01
Aurora,1,
Louisville,2,39.36
Fort Wayne,5,14.18
Aurora,4,75.27
Columbus,5,87.86
San Diego,4,99.34
San Francisco,3,82.89
Atlanta,3,17.51
Tucson,3,78.53
St. Petersburg,5,42.03
Minneapolis,1,93.53
Jersey City,4,42.06
Nashville,1,15.72
Houston,4,
Washington,3,50.67
Austin,5,35.24
Houston,1,86.67
Baltimore,5,36.62
Lincoln,5,66.94
Greensboro,1,89.54
Pittsburgh,1,87.93
Miami,5,48.57
Honolulu,2,53.17
Arlington,3,41.22
Arlington,2,60.51
Omaha,1,17.91
Cincinnati,3,54.53
Memphis,2,63.21
El Paso,1,23.23
Las Vegas,1,68.14
Atlanta,2,92.30
St. Petersburg,4,29.72
Phoenix,4,42.10
Denver,4,60.92
Fresno,2,98.34
Nashville,5,57.90
Wichita,3,35.76
Houston,2,16.06
Fort Worth,3,37.75
Anchorage,4,
El Paso,2,34.63
Jersey City,2,88.09
Indianapolis,4,20.78
Long Beach,4,62.87
Baltimore,1,61.87
New York,2,27.92
Austin,4,58.62
Cleveland,2,48.44
Baltimore,2,48.61
Oakland,4,
St. Louis,4,62.13
Omaha,2,95.07
Raleigh,4,51.28
Raleigh,1,39.28
Lincoln,2,55.44
Chula Vista,2,52.40
Houston,5,53.76
San Francisco,4,75.59
El Paso,5,32.63
Anchorage,4,53.39
Colorado Springs,4,73.03
Omaha,5,19.53
San Diego,3,53.73
Philadelphia,4,56.71
Washington,1,
Mesa,4,21.68
Jacksonville,3,87.88
Washington,3,88.98
Philadelphia,1,36.29
Stockton,4,74.56
Tucson,1,68.88
San Diego,4,84.74
Long Beach,5,13.95
San Jose,1,
Tampa,5,94.58
Miami,3,72.32
Milwaukee,4,56.18
Santa Ana,3,82.05
Honolulu,2,15.38
Columbus,2,84.01
Minneapolis,1,
Chula Vista,5,55.04
Jersey City,2,89.77
Arlington,3,
Greensboro,3,74.75
Boston,2,37.55
Irvine,4,43.49
Aurora,4,18.38
Omaha,3,51.29
Anchorage,1,
Boston,4,31.06
Arlington,5,18.80
Virginia Beach,3,89.75
Lexington,5,74.67
Stockton,2,56.46
Phoenix,1,74.80
Oklahoma City,3,
Atlanta,1,
Kansas City,1,21.30
St. Louis,3,79.79
Henderson,2,72.10
Tulsa,1,98.11
Toledo,3,59.40
Houston,1,80.12
Las Vegas,1,78.00
Plano,1,40.88
St. Louis,3,47.19
Cincinnati,3,
Bakersfield,4,40.55
Laredo,5,
Saint Paul,1,
Albuquerque,2,92.11
Fort Worth,4,43.14
Washington,3,40.90
Irvine,3,85.41
Greensboro,5,45.23
Fresno,5,51.38
Cincinnati,3,25.63
Seattle,1,23.64
Atlanta,5,48.54
Baltimore,4,77.11
New York,4,33.54
Detroit,3,13.08
Jersey City,4,97.58
Lexington,5,55.18
Los Angeles,3,
Denver,5,95.82
Corpus Christi,2,53.30
Jersey City,1,51.63
Louisville,5,54.25
Corpus Christi,4,39.78
Seattle,5,98.64
Philadelphia,4,
Wichita,2,44.33
Wichita,4,89.55
Sacramento,5,23.27
Raleigh,5,40.88
Kansas City,3,23.28
Baltimore,1,
New York,3,91.98
Omaha,2,91.55
Orlando,4,97.76
Milwaukee,5,
Bakersfield,2,21.76
Toledo,1,18.59
Indianapolis,3,23.74
Las Vegas,2,18.86
Jersey City,4,55.97
Mesa,2,58.81
Cleveland,5,31.51
Phoenix,5,80.91
Corpus Christi,2,
Wichita,5,93.80
Sacramento,3,52.23
Las Vegas,4,23.07
Chicago,2,19.86
Henderson,2,49.62
Jersey City,5,19.08
Fresno,5,
Raleigh,4,44.69
Pittsburgh,5,81.97
Irvine,2,27.87
Long Beach,1,76.57
Long Beach,5,15.44
Long Beach,5,92.08
Fort Worth,5,30.53
Saint Paul,1,31.06
Charlotte,1,91.65
Tulsa,2,94.15
Portland,2,65.96
Los Angeles,1,42.65
Durham,5,54.23
New Orleans,1,
St. Louis,1,68.46
Anchorage,5,53.22
Riverside,3,54.35
Las Vegas,2,11.93
Los Angeles,4,30.57
Anaheim,3,13.10
Cincinnati,2,20.08
Laredo,5,40.11
Tulsa,1,61.66
Charlotte,3,27.00
Baltimore,4,13.56
New York,4,40.62
New Orleans,4,83.13
St. Louis,4,49.37
Phoenix,3,72.16
St. Petersburg,4,
Oakland,4,14.95
Long Beach,1,92.22
Fort Worth,5,16.67
Irvine,4,40.30
Fort Worth,5,48.69
Bakersfield,5,64.50
Oakland,4,57.93
Tulsa,4,29.41
Santa Ana,5,
Cleveland,5,
Atlanta,2,61.71
Omaha,5,90.30
Miami,5,89.36
Cincinnati,5,43.76
New Orleans,1,25.48
Oakland,2,89.02
Colorado Springs,4,25.98
Irvine,3,80.00
Plano,5,58.03
Saint Paul,5,83.51
New York,4,25.29
Washington,4,18.81
St. Louis,5,77.73
Orlando,4,18.95
Louisville,4,27.34
Anaheim,1,95.12
Indianapolis,1,88.83
Oakland,4,81.79
New Orleans,5,
Plano,5,77.81
Cleveland,3,29.86
Anchorage,2,37.52
Arlington,2,
El Paso,4,31.79
San Jose,3,56.93
Plano,3,11.94
Oakland,3,15.03
Philadelphia,1,46.96
Anaheim,5,22.36
Laredo,1,18.47
Fort Worth,5,52.25
Sacramento,2,14.81
Denver,3,88.84
Charlotte,1,68.99
Denver,2,69.44
San Antonio,5,70.82
Chula Vista,1,68.50
St. Louis,2,83.94
Aurora,5,75.59
Minneapolis,4,15.63
Boston,2,86.13
Atlanta,2,42.57
Miami,4,91.48
Pittsburgh,4,41.87
Fresno,3,29.98
Fort Wayne,4,
New Orleans,5,67.77
Newark,1,77.24
Omaha,5,51.58
Kansas City,2,55.14
Santa Ana,5,61.61
Jacksonville,1,12.04
Tulsa,1,49.37
Portland,4,69.21
Plano,4,66.60
Boston,5,79.21
New York,2,68.00
Orlando,3,32.62
Indianapolis,5,13.53
Santa Ana,3,55.20
Honolulu,1,34.57
Louisville,3,82.73
Greensboro,2,45.02
Jersey City,2,51.34
Tucson,3,51.21
Cleveland,1,95.87
Cincinnati,4,28.58
Dallas,4,13.76
Columbus,2,10.72
Boston,2,37.45
Aurora,5,48.77
Fort Worth,2,
Oakland,1,45.87
Boston,1,80.10
Kansas City,1,43.29
Philadelphia,1,27.76
St. Petersburg,5,98.17
Washington,3,19.04
Arlington,2,69.82
Fresno,3,15.00
Tucson,1,74.19
Cleveland,4,96.05
St. Louis,1,
Anchorage,3,60.14
Tucson,4,13.90
Kansas City,1,12.43
Anchorage,3,75.26
New Orleans,2,15.24
Omaha,1,
St. Petersburg,4,60.63
San Diego,1,
Durham,2,37.70
Denver,4,33.80
Boston,4,87.87
Orlando,4,29.25
Durham,5,24.10
Omaha,2,39.39
Mesa,1,70.52
Wichita,4,
St. Petersburg,2,45.58
Mesa,3,79.99
Kansas City,5,36.30
Indianapolis,5,
Chicago,2,53.94
Virginia Beach,2,13.53
Baltimore,3,40.84
Arlington,5,82.87
Saint Paul,2,38.16
Jersey City,3,66.78
Seattle,5,
Plano,1,
Greensboro,5,27.53
Honolulu,1,78.42
Minneapolis,1,24.07
El Paso,5,20.51
Fresno,3,77.15
Chula Vista,2,42.76
Lexington,1,49.65
Louisville,5,25.59
Jersey City,5,
Cleveland,1,
San Jose,3,
Atlanta,1,54.29
Newark,5,46.54
Memphis,2,91.70
Henderson,1,60.65
Laredo,4,41.18
St. Louis,4,66.48
Chicago,5,15.55
Riverside,5,58.09
Bakersfield,4,86.78
Riverside,1,77.93
Omaha,2,93.21
Aurora,4,60.96
Atlanta,4,14.52
Denver,1,30.60
Santa Ana,2,79.09
St. Louis,3,40.68
Albuquerque,1,50.93
Minneapolis,1,24.23
Houston,3,
San Jose,3,79.31
Anaheim,1,31.06
San Jose,5,97.67
Philadelphia,5,20.77
San Antonio,4,45.68
Oakland,1,36.93
Colorado Springs,2,34.58
Laredo,2,62.42
Lexington,2,95.32
Cincinnati,4,16.39
Corpus Christi,4,
Pittsburgh,3,85.79
Houston,4,65.03
Lincoln,4,10.01
Stockton,5,
Riverside,4,78.20
Oklahoma City,3,60.32
Plano,5,80.54
Baltimore,5,21.32
Washington,1,57.63
Fresno,4,87.71
Saint Paul,5,99.36
Stockton,5,40.34
Columbus,1,22.76
Washington,2,68.25
Austin,2,88.20
Houston,3,95.26
Nashville,3,
Santa Ana,1,51.47
Atlanta,4,
Laredo,2,28.87
Virginia Beach,4,
Stockton,3,29.99
Chicago,4,91.95
Durham,1,13.01
Laredo,3,37.36
Santa Ana,5,87.79
Philadelphia,2,96.69
Seattle,4,69.27
Plano,1,76.98
Oklahoma City,1,19.21
Jacksonville,5,
Dallas,2,96.26
Tampa,1,13.03
Indianapolis,2,78.49
Los Angeles,5,74.23
Wichita,2,91.74
Boston,1,72.88
Raleigh,2,70.89
Seattle,4,27.95
Seattle,1,30.47
Tampa,4,16.45
Lexington,3,60.33
New Orleans,1,43.42
Irvine,5,
Tulsa,1,85.67
Pittsburgh,1,21.25
San Diego,3,99.60
Irvine,3,88.55
Charlotte,4,94.10
Wichita,4,
Columbus,3,36.06
Honolulu,1,30.46
Omaha,2,
Stockton,1,98.00
Corpus Christi,5,40.47
Henderson,1,22.75
Columbus,3,79.96
Mesa,4,63.17
Arlington,3,59.86
New Orleans,5,98.54
Arlington,1,53.59
Lincoln,3,55.43
Denver,5,
Atlanta,3,97.99
Kansas City,3,80.09
Riverside,5,25.59
Tulsa,1,85.10
El Paso,4,60.38
Sacramento,1,94.87
Chicago,1,
Chicago,4,43.78
Long Beach,3,
Oklahoma City,5,55.24
Plano,3,
Tulsa,3,96.53
Toledo,2,34.40
Milwaukee,5,23.05
Sacramento,4,45.02
Honolulu,1,16.36
Omaha,5,39.22
Columbus,2,37.41
Washington,2,14.16
Anaheim,4,54.93
Stockton,3,41.86
Tulsa,5,96.22
Oklahoma City,1,32.61
Chicago,5,50.95
Dallas,1,57.38
Colorado Springs,1,
Austin,4,52.05
Honolulu,2,27.72
Fort Worth,5,89.72
St. Louis,3,65.84
Los Angeles,1,90.27
Greensboro,4,89.77
Wichita,1,88.83
Sacramento,4,90.51
San Diego,4,54.57
Mesa,1,25.22
Oklahoma City,1,56.72
Irvine,4,79.07
Colorado Springs,3,93.43
Los Angeles,4,
Chicago,1,
Portland,3,
Omaha,1,12.28
Portland,2,45.71
Albuquerque,1,90.81
Philadelphia,2,39.38
Phoenix,5,11.74
Washington,1,39.21
Henderson,3,13.77
San Jose,5,50.91
Miami,1,
Indianapolis,3,65.20
Austin,3,
Lexington,5,14.92
Jacksonville,5,10.87
Plano,5,39.00
Detroit,1,79.95
Long Beach,4,69.28
Durham,1,89.17
Riverside,5,74.98
Las Vegas,3,15.51
Detroit,4,
Henderson,3,14.96
Durham,3,70.54
El Paso,2,69.45
Houston,2,24.11
Las Vegas,2,14.72
Oklahoma City,4,65.69
Irvine,5,23.88
Saint Paul,5,
Wichita,4,12.69
Los Angeles,1,31.46
Virginia Beach,5,13.35
Baltimore,1,67.02
Dallas,1,15.78
San Diego,5,31.32
Washington,3,19.45
Nashville,4,20.30
Houston,5,69.49
Indianapolis,2,53.01
Chicago,5,49.94
El Paso,4,83.49
Anaheim,2,80.91
Chula Vista,4,71.37
Boston,3,43.29
Greensboro,4,50.00
Long Beach,1,88.41
Denver,5,62.55
Detroit,5,79.77
Oklahoma City,3,53.41
Oakland,4,73.86
Atlanta,3,75.02
Charlotte,3,20.22
Los Angeles,5,19.95
Los Angeles,2,84.01
Sacramento,3,67.51
Baltimore,1,55.69
Colorado Springs,5,56.55
Orlando,1,97.37
Arlington,1,38.79
Orlando,1,22.35
Los Angeles,2,61.08
Irvine,3,39.11
Portland,2,77.98
Colorado Springs,3,
Jersey City,2,35.72
Detroit,1,84.87
Phoenix,5,44.98
Nashville,2,15.83
Kansas City,5,31.63
Atlanta,4,81.28
Portland,3,87.19
Albuquerque,1,48.20
San Antonio,1,43.74
New York,2,96.04
Stockton,3,35.30
Los Angeles,4,74.38
Houston,1,50.40
Anaheim,2,37.24
Bakersfield,2,70.10
Dallas,2,67.60
Kansas City,1,58.75
Miami,2,44.10
Riverside,3,99.65
Memphis,2,99.05
Indianapolis,3,87.81
Austin,5,33.83
Arlington,5,82.06
Indianapolis,5,33.69
Phoenix,1,86.74
Indianapolis,4,66.76
San Diego,1,23.87
Tucson,1,60.51
Oklahoma City,1,33.25
Atlanta,3,94.19
Nashville,3,57.64
Stockton,2,37.70
Kansas City,2,37.84
Irvine,4,14.05
Bakersfield,4,26.24
Saint Paul,1,91.95
Fort Wayne,2,26.70
Lexington,2,71.32
Fort Wayne,3,66.55
Cleveland,3,69.94
Detroit,5,55.06
Greensboro,3,79.46
Tampa,2,44.84
Louisville,2,11.07
Orlando,4,65.99
Henderson,1,37.60
Oakland,4,28.84
Minneapolis,5,20.59
Detroit,3,51.05
Indianapolis,2,32.32
Denver,5,
Tulsa,1,10.73
Cincinnati,3,42.18
St. Petersburg,5,87.85
Colorado Springs,5,91.80
Wichita,3,82.88
Virginia Beach,2,18.53
Charlotte,1,68.39
Austin,1,54.75
Long Beach,1,20.11
Durham,3,
Louisville,5,
Raleigh,3,85.57
Greensboro,4,66.47
Sacramento,2,31.20
Cincinnati,5,61.01
Tulsa,4,63.63
Jacksonville,1,39.81
Laredo,4,12.57
San Antonio,1,67.93
Charlotte,4,14.89
St. Petersburg,2,34.31
Washington,1,44.85
Santa Ana,1,92.71
Saint Paul,4,53.94
San Jose,4,12.58
Santa Ana,5,42.45
Stockton,2,41.45
Charlotte,3,
Minneapolis,1,47.28
Mesa,5,11.08
Sacramento,1,60.02
Columbus,2,
Toledo,3,30.10
Colorado Springs,1,59.07
Laredo,4,56.78
Mesa,2,97.87
El Paso,2,10.13
Plano,2,21.30
Jacksonville,5,35.59
Wichita,2,54.51
Virginia Beach,5,12.57
Irvine,1,48.12
Philadelphia,5,63.83
Los Angeles,3,42.91
Santa Ana,3,
Oakland,5,71.06
Orlando,4,
Minneapolis,3,18.62
New York,1,79.00
Irvine,5,99.45
Omaha,1,21.16
Chicago,2,79.08
Raleigh,1,85.66
Santa Ana,3,77.10
Sacramento,4,
Tucson,3,48.27
Houston,2,96.64
Fort Worth,5,25.49
Milwaukee,1,40.24
Long Beach,1,17.89
Tucson,1,93.09
Nashville,1,
Tampa,3,32.77
San Francisco,5,
Durham,3,31.67
Cleveland,1,53.50
Albuquerque,2,30.64
Los Angeles,4,30.78
San Diego,5,55.87
Fresno,1,90.72
Long Beach,1,22.42
Anchorage,4,86.82
Pittsburgh,1,34.73
Minneapolis,4,47.75
Lexington,4,70.37
Charlotte,5,38.53
Jersey City,5,32.74
Newark,4,18.08
Cleveland,3,27.30
Memphis,2,41.52
Houston,2,83.09
Miami,3,
Cleveland,2,12.51
Kansas City,2,43.09
Corpus Christi,5,12.57
Anchorage,2,35.32
Long Beach,5,68.67
Seattle,2,32.21
Milwaukee,5,48.45
Anaheim,4,73.13
Omaha,3,
St. Petersburg,5,48.26
Denver,4,74.00
Washington,5,20.68
Fresno,4,89.69
Arlington,2,91.19
San Antonio,4,24.82
Plano,3,51.99
Oakland,5,18.37
Lincoln,5,
San Jose,5,69.65
Milwaukee,3,
Cleveland,3,
New York,3,28.58
Honolulu,5,13.08
Denver,5,70.39
Honolulu,2,36.51
Virginia Beach,3,38.51
St. Petersburg,3,50.98
Lincoln,2,75.69
Los Angeles,4,72.64
Minneapolis,4,23.99
Tampa,3,56.53
Durham,1,89.83
Colorado Springs,5,74.50
Colorado Springs,4,11.07
Kansas City,2,49.47
Honolulu,1,65.61
Bakersfield,4,89.90
Santa Ana,3,18.17
Long Beach,3,11.59
Minneapolis,3,52.90
Dallas,4,44.61
Atlanta,5,18.27
Chicago,1,17.53
Aurora,2,13.90
Raleigh,2,21.15
San Jose,4,
Bakersfield,3,38.08
Nashville,1,91.52
Boston,2,72.38
Irvine,5,30.36
Durham,3,53.84
Tucson,2,72.49
Denver,4,53.87
Kansas City,3,75.69
Anaheim,5,31.26
Fort Worth,2,50.61
Durham,3,72.62
Seattle,5,97.33
Denver,3,
Cleveland,1,57.91
Mesa,1,98.67
Irvine,3,
Sacramento,5,15.15
Baltimore,3,94.87
Anchorage,2,95.47
Cleveland,4,
Charlotte,5,25.62
Minneapolis,1,84.22
Jacksonville,3,
San Antonio,1,69.08
Tulsa,4,72.06
St. Petersburg,4,41.34
Laredo,2,23.43
Santa Ana,5,98.43
Boston,2,52.01
Pittsburgh,2,66.24
Baltimore,2,28.17
Oklahoma City,3,86.39
Columbus,3,
Jacksonville,1,65.38
Las Vegas,5,29.44
Riverside,4,29.18
Newark,4,45.92
Long Beach,1,24.67
New York,1,66.99
Stockton,5,97.62
Pittsburgh,5,30.13
Cincinnati,2,76.53
Fort Wayne,3,78.05
Corpus Christi,4,
St. Petersburg,2,68.53
Anchorage,5,55.93
San Antonio,4,75.54
Washington,5,70.84
Louisville,3,88.72
Newark,5,
Tucson,5,24.20
San Francisco,1,57.96
Honolulu,2,65.24
Atlanta,2,90.65
Chicago,4,59.99
Fort Worth,3,45.48
Virginia Beach,1,18.01
Atlanta,5,30.85
Albuquerque,4,31.20
Virginia Beach,5,88.48
Cleveland,2,13.86
Mesa,4,45.66
Tulsa,5,69.17
Irvine,4,62.69
Portland,1,38.97
Memphis,2,
Austin,5,46.48
Lexington,4,50.83
Anaheim,4,33.54
Seattle,2,97.83
Mesa,5,51.37
Saint Paul,5,96.83
Austin,5,34.21
Jacksonville,2,83.15
Lincoln,2,43.40
Bakersfield,2,59.14
Newark,2,98.41
Mesa,2,48.67
Raleigh,1,45.63
Greensboro,3,53.87
Stockton,4,26.98
Jacksonville,3,91.49
Jersey City,1,70.48
Henderson,5,11.27
San Francisco,1,54.39
Toledo,1,14.53
Fort Worth,3,44.27
El Paso,5,78.28
Honolulu,1,93.03
Charlotte,2,59.36
Colorado Springs,5,80.17
Aurora,2,16.46
Santa Ana,3,54.81
Miami,2,62.68
El Paso,3,56.16
Aurora,3,64.69
Cincinnati,3,69.64
Atlanta,2,40.23
Bakersfield,2,70.18
Dallas,3,40.07
Albuquerque,5,49.99
San Francisco,5,18.38
Washington,4,25.82
Fort Worth,4,36.01
Colorado Springs,3,33.75
Laredo,2,22.12
Chula Vista,5,51.77
Irvine,4,
Corpus Christi,3,79.16
Austin,3,76.17
Bakersfield,4,60.48
Greensboro,3,92.18
New York,5,62.09
San Francisco,1,51.83
Virginia Beach,5,17.73
New York,5,85.83
Columbus,1,
Anaheim,3,
San Antonio,4,44.16
Minneapolis,3,
Durham,1,
Columbus,5,82.30
Baltimore,1,32.88
Jersey City,3,17.45
Virginia Beach,2,10.81
Indianapolis,3,33.69
Henderson,1,23.38
Riverside,2,39.53
St. Louis,3,93.88
Plano,2,95.82
Denver,3,97.11
Irvine,1,89.87
Arlington,1,55.94
Laredo,4,51.24
Honolulu,2,36.01
Laredo,3,14.42
Greensboro,5,65.80
Chula Vista,5,99.55
Jacksonville,4,33.33
Indianapolis,5,19.10
Phoenix,3,55.21
Austin,4,82.97
Pittsburgh,1,92.99
Minneapolis,5,50.43
Boston,5,
Minneapolis,2,24.55
Mesa,1,
Orlando,2,81.49
Henderson,1,51.93
San Francisco,1,63.18
Irvine,2,99.96
San Jose,4,16.86
Philadelphia,4,84.43
Newark,3,65.79
Chula Vista,2,76.01
Washington,1,55.12
Tampa,4,67.66
New Orleans,5,41.86
Arlington,4,19.55
El Paso,5,51.07
New Orleans,3,83.79
Mesa,2,99.45
Phoenix,2,36.43
Louisville,2,16.94
Irvine,5,
Irvine,2,
Newark,4,80.38
Minneapolis,4,88.29
Pittsburgh,1,79.96
Oklahoma City,2,52.60
Bakersfield,2,73.92
Atlanta,1,33.91
Jersey City,3,56.71
Las Vegas,3,
Arlington,4,
Riverside,4,75.00
Seattle,2,84.53
Sacramento,5,68.22
Greensboro,1,19.03
Los Angeles,5,52.80
Baltimore,1,62.92
Lexington,5,65.18
Indianapolis,4,
Las Vegas,5,46.14
Riverside,1,85.47
Las Vegas,2,43.20
Denver,4,86.51
Charlotte,2,49.72
Virginia Beach,1,67.20
Miami,4,
Cleveland,3,53.10
Detroit,5,20.19
Greensboro,2,39.69
Mesa,2,49.68
Santa Ana,5,42.19
Minneapolis,4,86.33
Los Angeles,4,82.39
Chicago,4,85.20
Anaheim,2,38.58
Greensboro,5,84.32
Anaheim,5,
San Jose,3,93.01
Bakersfield,4,55.41
San Jose,2,85.34
Seattle,1,68.53
Oakland,3,53.38
Lexington,2,71.61
Newark,3,37.03
Lincoln,3,77.18
Toledo,5,80.49
San Francisco,5,25.14
St. Louis,1,
Milwaukee,3,45.86
Cincinnati,1,
Fresno,2,65.67
Miami,3,20.86
Plano,3,15.00
Phoenix,3,23.89
Tulsa,5,84.26
Philadelphia,2,10.47
Louisville,3,48.50
San Antonio,3,55.49
Houston,3,53.02
Bakersfield,4,85.27
Riverside,5,84.05
Riverside,1,10.69
Pittsburgh,3,43.86
Houston,2,70.03
Riverside,2,55.80
Chula Vista,4,
Baltimore,3,71.40
Virginia Beach,5,29.61
Charlotte,3,90.68
Chicago,2,
Lexington,1,37.72
Honolulu,2,80.93
Honolulu,1,
Fort Worth,5,85.30
Plano,5,34.96
Sacramento,4,33.99
New Orleans,5,
Plano,1,41.03
Indianapolis,4,17.84
Santa Ana,2,37.48
Honolulu,1,
Virginia Beach,5,13.32
Oklahoma City,4,94.29
Memphis,3,52.84
Arlington,4,87.06
Louisville,4,
Lincoln,3,36.20
Charlotte,2,50.15
San Jose,1,
New York,2,62.41
Los Angeles,3,
Santa Ana,2,35.51
Detroit,2,21.24
Mesa,1,83.45
Santa Ana,5,20.30
Tampa,2,97.84
Fort Worth,4,18.41
Oklahoma City,5,24.22
Tulsa,2,79.72
Fort Wayne,2,41.02
Durham,4,21.62
Lincoln,2,98.69
New York,1,
Phoenix,2,69.09
Stockton,1,21.66
Jacksonville,4,
San Diego,2,30.01
Tampa,2,21.24
Honolulu,1,41.16
Saint Paul,4,38.05
Long Beach,2,82.87
Jacksonville,2,66.38
Nashville,1,56.89
Fresno,4,40.00
Oakland,5,76.21
Anaheim,2,67.37
Louisville,5,58.28
Charlotte,3,41.80
Houston,4,77.94
Miami,3,16.52
San Jose,2,48.70
Washington,5,39.61
Dallas,1,44.28
Dallas,1,47.95
Los Angeles,3,
New Orleans,5,85.72
Philadelphia,1,13.34
Minneapolis,3,89.66
Atlanta,3,39.23
Plano,1,72.18
Cleveland,1,
Henderson,4,89.96
Long Beach,1,
Virginia Beach,1,86.01
Pittsburgh,1,87.30
Laredo,2,21.32
Albuquerque,1,23.73
El Paso,5,70.08
Plano,3,67.21
Sacramento,2,34.29
Washington,5,86.65
Portland,1,73.84
Virginia Beach,5,93.28
Pittsburgh,1,22.20
Colorado Springs,5,78.60
New York,2,95.32
Fresno,1,28.25
Louisville,5,14.58
Indianapolis,1,63.69
Seattle,3,45.90
Dallas,3,75.95
Minneapolis,1,98.63
Jacksonville,3,38.96
Honolulu,4,35.91
Houston,3,92.69
Riverside,1,54.57
San Diego,1,79.92
Oakland,1,76.82
Anchorage,3,16.62
San Diego,2,21.66
Washington,2,96.99
Charlotte,3,69.71
Las Vegas,1,39.52
Chicago,1,37.40
Fort Worth,1,
Santa Ana,3,67.39
San Diego,4,69.17
Memphis,4,78.62
San Diego,5,93.06
Sacramento,4,25.01
Los Angeles,4,
Colorado Springs,4,69.45
Austin,5,11.49
Corpus Christi,4,33.19
Detroit,4,21.65
Philadelphia,5,48.36
Detroit,3,73.57
Louisville,1,13.27
Honolulu,2,92.94
El Paso,5,43.49
Virginia Beach,2,48.78
Memphis,3,56.60
St. Louis,2,42.13
Anaheim,3,70.26
Austin,1,75.56
Lincoln,4,17.41
Tampa,5,55.24
Colorado Springs,5,50.23
Toledo,4,81.07
Anaheim,1,65.70
Toledo,5,56.08
Phoenix,5,37.55
Jacksonville,3,26.25
Cleveland,5,89.47
Lincoln,2,98.72
Bakersfield,3,63.71
Milwaukee,2,50.46
Bakersfield,5,55.27
Cleveland,5,18.64
Oklahoma City,2,98.76
Riverside,1,61.41
Greensboro,3,62.74
Virginia Beach,4,59.44
Fort Worth,4,66.17
Honolulu,2,27.31
Tampa,1,88.75
Oklahoma City,2,
New Orleans,3,97.87
Fort Worth,5,
Oklahoma City,4,71.76
Toledo,3,28.36
Detroit,2,96.80
El Paso,5,39.15
Indianapolis,3,47.01
Tucson,4,61.23
Dallas,3,65.70
Charlotte,5,92.89
San Diego,5,48.80
Jersey City,2,48.00
Virginia Beach,2,10.88
Greensboro,5,
Sacramento,4,54.51
Seattle,4,79.69
Aurora,1,74.22
Toledo,2,32.88
Indianapolis,3,72.92
Santa Ana,4,85.26
Virginia Beach,4,78.75
